Document	psif	sim_avg	sim_max	sim_min	sim_max_index	sim_min_index
Worker injureds while cleaning freon 113 degreasing tank in virginia.	psif	0.4423280954360962	0.9855769872665405	-0.10092076659202576	6682	1082
Employee was driving a company vehicle from a field location when he was involved in a single vehicle accident on Highway 285 28 miles south of Fort Stockton DeJaynes was pronounced injured at the Fort Stockton Hospital at 1945 hrs 2 July 2014.	psif	0.41474831104278564	0.9683282971382141	-0.13883166015148163	735	2503
Victim injuredd on a rescue mission for a missing boat underwater.	psif	0.4122067093849182	0.9876030087471008	-0.16318956017494202	5820	1355
A dust-like waste material was dumped on him causing severe burns_x000D_	psif	0.3737497925758362	0.9536346197128296	-0.20613506436347961	678	2730
An employee was shockd when performing duct work installation inside the attic of a residential site.	psif	0.46316179633140564	0.9962929487228394	-0.06996937096118927	142	4700
Prescott succumbed to a heart attack while on the job.	psif	0.41668254137039185	0.9846924543380737	-0.15132738649845123	2271	1271
Electrical technician shockd after contacting a 800-volt conductor in south carolina.	psif	0.4602968394756317	0.995915412902832	-0.07532171159982681	2884	5756
Her knees hit the floor and then she fell backwards onto her bottom.	psif	0.3535425364971161	0.8810391426086426	-0.1739540547132492	637	315
Worker hit and injured by exploding air bag.	psif	0.474776029586792	0.9996165633201599	-0.05006450414657593	6184	1082
Fire lieutenant injuredd a line of duty injured by cancer	psif	0.3326264023780823	0.9564956426620483	-0.2912428677082062	4515	6168
Officer hit by a motorhome while establishing temporary traffic control on interstate.	psif	0.42433565855026245	0.9819258451461792	-0.1332545429468155	3387	5877
Devereaux was injured at the FEX facility in Mingo Junction.	psif	0.10320533812046051	0.5314368605613708	-0.32502618432044983	3813	5679
Worker mildly injured while installing trusses on garage.	psif	0.42183417081832886	0.9996771216392517	-0.156008780002594	6166	7440
Officer injureds in motor vehicle crash at an intersection while responding to a shots fired call.	psif	0.39403653144836426	0.9690644145011902	-0.18099132180213928	387	639
The employee fell from the tree.	psif	0.4413866698741913	0.995908796787262	-0.11313547194004059	173	6367
Fell into and pulled through an industrial wood chipper.	psif	0.34168553352355957	0.9425036311149597	-0.25913259387016296	7439	1610
Worker hit and injured by truck.	psif	0.4874280095100403	0.9999938011169434	-0.02513779141008854	2627	1082
Sean Dwyer was stabbed and injured, found outside of his barber shop.	psif	0.449594110250473	0.9891979694366455	-0.09000977128744125	6038	6190
Worker injured in fall from scaffold plank.	psif	0.47651928663253784	0.9998968243598938	-0.04685822129249573	6598	6168
Worker hit and injured by falling barrel racks.	psif	0.4906797707080841	0.9995286464691162	-0.018169129267334938	6117	4765
Crew was using crane to relocate vibratory hammer from one barge to another.	psif	0.1445392370223999	0.4005429148674011	-0.11146444827318192	7358	6257
Allen was delivering a load to a store when his truck rolled back, pinning him between the truck and the loading dock and hiting him.	psif	0.40669310092926025	0.9818599224090576	-0.16847370564937592	7333	1969
Worker injured after being caught on windshield conveyor.	psif	0.460845410823822	0.9998837113380432	-0.07819288969039917	6653	1082
A worker fell roughly 80 feet from scaffolding through an area where planks had been removed, landing on top of a sidewalk shed covering the front entrance of the luxury hotel where he was working.	psif	0.43765708804130554	0.995115339756012	-0.11980114877223969	133	5859
Worker shockd while repairng clothes dryer in residential home.	psif	0.4586658775806427	0.9958845973014832	-0.07855284214019775	6078	4378
Thermal injuries and smoke inhalation during plant explosion.	psif	0.41135072708129883	0.9696215987205505	-0.1469201147556305	3997	4764
Seventeen-year-old laborer at salvage lumber operation hited by forklift that tipped over.	psif	0.44799602031707764	0.9973676800727844	-0.10137563943862915	4094	1154
Worker painting inside aircraft hangar injured in fall from ladder.	psif	0.4741630256175995	0.9998761415481567	-0.051550112664699554	6382	6168
Digester explosion kills two workers at wastewater treatment plant in pennsylvania.	psif	0.3700309097766876	0.927280068397522	-0.18721826374530792	7128	1810
the line was highly pressurized.	psif	0.018565692007541656	0.05803455039858818	-0.02090316452085972	4765	607
37-year-old scale technician shockd in indiana.	psif	0.4378841817378998	0.9860230684280396	-0.11025470495223999	4834	760
Fall from height.	psif	0.34520065784454346	0.9066088199615479	-0.21620748937129974	1	3257
Worker hit and injured by service elevator cage.	psif	0.49268680810928345	0.9999808669090271	-0.014607247896492481	6124	6893
Steel rack installer injureds after being hit by 3,000 pound bundle of rack end pieces.	psif	0.40185925364494324	0.9784603118896484	-0.17474180459976196	2919	6893
A tree service employee was injured Friday afternoon when the arm on a bucket truck collapsed from a height of 45 feet, throwing the man onto a sidewalk,	psif	0.4723935127258301	0.9977520108222961	-0.05296500399708748	6652	583
Laborer shockd in north carolina.	psif	0.43732568621635437	0.9933962225914001	-0.11874484270811081	2231	4965
Victim injuredd from explosion in train yard parking lot.	psif	0.3716166615486145	0.9106298685073853	-0.16739657521247864	5081	2671
Welder injureds after being hit by a three-ton steel roof truss.	psif	0.46542075276374817	0.9938778281211853	-0.06303633004426956	5036	5198
Employee was shockd while replacing a light bulb and ballast.	psif	0.46195003390312195	0.9975429773330688	-0.07364293187856674	4248	1914
Employee was sprayed with coating.	psif	0.042789213359355927	0.1124851331114769	-0.026906710118055344	4765	1355
Captain Balliet injuredd during a training exercise while leading a crew doing physically demanding maneuvers.	psif	0.30362194776535034	0.7678729295730591	-0.1606290191411972	7410	461
Ironworker injureds in ohio following a 20-foot fall through a skylight opening.	psif	0.4631073474884033	0.998372495174408	-0.07215782254934311	947	3563
This civilian vehicle was moving at minimal speed when the contact was made.	psif	0.03472597151994705	0.09617753326892853	-0.026725593954324722	5263	6403
Employee was shockd while working on electrical wiring.	psif	0.4634127616882324	0.995524525642395	-0.06869901716709137	5362	2503
Employee collapsed and became unresponsive.	psif	0.4006376266479492	0.969554603099823	-0.16827932000160217	2222	1271
On a highway construction site, an employee was hited by a compactor/roller when it backed over him.	psif	0.4194278120994568	0.9815671443939209	-0.14271153509616852	2289	7456
General laborer shockd in north carolina.	psif	0.4333063066005707	0.9953597187995911	-0.1287471204996109	2231	4965
Worke onboard a vessel injuredd from smoke inhalation during fire.	psif	0.40955281257629395	0.9983571171760559	-0.1792515218257904	6157	224
A worker injuredd Wednesday at an industrial plant in Galax after becoming trapped in a piece of machinery.	psif	0.4184514880180359	0.984889566898346	-0.14798657596111298	2435	2810
Massive heart attack	psif	0.4222117066383362	0.9712828993797302	-0.12685950100421906	2271	1271
A front end loader was found toppled over in a body of water with employee still inside and unresponsive.	psif	0.31826090812683105	0.7889736294746399	-0.1524517834186554	3680	6257
An employee got hited by a metal cabinet while the cabinet was being move from welding room to adjacent room at International Paper facility.	psif	0.35693031549453735	0.8549872040748596	-0.14112654328346252	420	7093
Foreman was assisting by ground a four man crew who were replacing two wooden poles and upgrade transmitters when he was shockd.	psif	0.4589676260948181	0.986930251121521	-0.06899502128362656	5179	4549
An employee of a pasta manufacturer in Darke County injuredd Tuesday after getting trapped in an extruder.	psif	0.3836778998374939	0.9697758555412292	-0.20242008566856384	3161	7302
Maintenance electrician injureds from hit injuries when caught between nip barrier and upper frame of paper rewinder -.	psif	0.32543662190437317	0.8958166241645813	-0.24494336545467377	3061	948
Worker mildly hited by lift arm of skid-steer loader.	psif	0.41647300124168396	0.9921294450759888	-0.15918344259262085	5148	1186
Sparks police say a tank containing compressed air exploded shortly after 8 a.m. Friday at the Sierra Chemical Co.	psif	0.38667571544647217	0.939836859703064	-0.16648542881011963	474	1810
Laborer injureds after being run over by a backing dump truck during a nighttime paving project.	psif	0.47712209820747375	0.9986779093742371	-0.044433701783418655	2138	1082
Worker injuredd from injury after being hit by pallet.	psif	0.4672967791557312	0.9999440312385559	-0.06535046547651291	6614	6168
Lost control and rolled his dump truck	psif	0.4043668508529663	0.9740068912506104	-0.16527317464351654	7333	1969
Two workers were smelled in a trench when a water line failed, flooding the trench.	psif	0.33478060364723206	0.9199697971343994	-0.2504085898399353	583	4413
Employee fell 17 feet to the concrete ground while framing a residence.	psif	0.39046981930732727	0.9825140237808228	-0.2015743851661682	7034	2537
An employee was found injured in his personal car during his lunch break by a neighboring establishment's employee.	psif	0.3515230119228363	0.8510708808898926	-0.14802487194538116	6259	1130
Total SA reduced production at its 225,500 barrel per day (bpd) Port Arthur, Texas, refinery on Saturday after a contract worker was injured when the bulldozer he was driving in a pit beneath a refining unit flipped over in petroleum coke dust and scalding water, said sources familiar with plant operations.	psif	0.4009398818016052	0.9264718890190125	-0.1245921328663826	5295	1186
Worker injured after becoming caught by conveyer belt shaft.	psif	0.46332094073295593	0.9999175667762756	-0.07327570766210556	6680	7302
Two West Virginia miners became trapped and injuredd late on Monday evening at a mine with a history of safety violations.	psif	0.2718203365802765	0.7637850642204285	-0.22014440596103668	4819	7099
Distribution line technician shockd by conductor in contact with 7200-volt power line.	psif	0.4632048010826111	0.9976781010627747	-0.07126852869987488	182	5756
